Custer;Porque;Edad;FechaNacimiento;AporteMensual;Genero;;;;;;;;;
2;1;29;1986;25350;1;;;;;;;;;
2;1;31;1984;25350;2;;;;;;;;;
2;1;32;1983;25350;2;;;;;;;;;
2;1;34;1981;25350;2;;;;;;;;;
2;1;34;1980;25350;2;;;;;;;;;
2;1;35;1980;25350;1;;;;;;;;;
2;1;36;1979;25350;1;;;;;;;;;
2;1;36;1979;25350;2;;;;;;;;;
2;1;40;1975;25350;2;;;;;;;;;
2;1;40;1975;25350;1;;;;;;;;;
2;1;42;1973;25350;1;;;;;;;;;
2;1;47;1968;25350;2;;;;;;;;;
3;1;58;1957;25350;1;;;;;;;;;
2;1;36;1978;25400;1;;;;;;;;;
2;1;36;1979;25400;1;;;;;;;;;
3;1;56;1959;25400;1;;;;;;;;;
1;1;20;1995;25500;2;;;;;;;;;
1;1;22;1993;25500;2;;;;;;;;;
1;1;23;1992;25500;1;;;;;;;;;
1;1;26;1989;25500;1;;;;;;;;;
2;1;27;1988;25500;1;;;;;;;;;
2;1;29;1986;25500;2;;;;;;;;;
2;1;33;1982;25500;1;;;;;;;;;
2;1;34;1981;25500;2;;;;;;;;;
2;1;36;1979;25500;1;;;;;;;;;
2;1;37;1978;25500;2;;;;;;;;;
2;1;38;1977;25500;1;;;;;;;;;
2;1;48;1967;25500;2;;;;;;;;;
2;1;48;1967;25500;2;;;;;;;;;
2;1;50;1965;25500;2;;;;;;;;;
3;1;51;1964;25500;2;;;;;;;;;
3;1;52;1963;25500;2;;;;;;;;;
3;1;55;1960;25500;1;;;;;;;;;
3;1;56;1959;25500;1;;;;;;;;;
3;1;58;1957;25500;2;;;;;;;;;
1;1;22;1993;25600;2;;;;;;;;;
3;1;54;1961;25600;1;;;;;;;;;
1;1;21;1994;25700;2;;;;;;;;;
1;1;22;1993;25700;1;;;;;;;;;
1;1;23;1992;25700;1;;;;;;;;;
1;1;23;1991;25700;2;;;;;;;;;
1;1;24;1990;25700;2;;;;;;;;;
1;1;24;1991;25700;2;;;;;;;;;
1;1;24;1991;25700;1;;;;;;;;;
1;1;25;1990;25700;1;;;;;;;;;
1;1;25;1990;25700;2;;;;;;;;;
1;1;25;1990;25700;2;;;;;;;;;
1;1;26;1989;25700;2;;;;;;;;;
2;1;28;1987;25700;2;;;;;;;;;
2;1;29;1986;25700;2;;;;;;;;;
2;1;29;1986;25700;1;;;;;;;;;
2;1;34;1981;25700;2;;;;;;;;;
2;1;34;1981;25700;1;;;;;;;;;
2;1;36;1979;25700;1;;;;;;;;;
2;1;37;1978;25700;2;;;;;;;;;
2;1;37;1978;25700;2;;;;;;;;;
2;1;41;1974;25700;1;;;;;;;;;
2;1;43;1972;25700;1;;;;;;;;;
2;1;45;1969;25700;1;;;;;;;;;
2;1;46;1968;25700;2;;;;;;;;;
2;1;47;1968;25700;2;;;;;;;;;
2;1;47;1967;25700;2;;;;;;;;;
2;1;49;1966;25700;1;;;;;;;;;
3;1;51;1964;25700;1;;;;;;;;;
3;1;54;1960;25700;1;;;;;;;;;
3;1;56;1959;25700;1;;;;;;;;;
3;1;56;1959;25700;2;;;;;;;;;
1;1;19;1996;25744;2;;;;;;;;;
1;1;20;1994;25744;2;;;;;;;;;
1;1;20;1995;25744;1;;;;;;;;;
1;1;23;1992;25744;2;;;;;;;;;
1;1;24;1991;25744;2;;;;;;;;;
1;1;24;1991;25744;1;;;;;;;;;
1;1;25;1990;25744;2;;;;;;;;;
2;1;27;1988;25744;2;;;;;;;;;
2;1;28;1987;25744;2;;;;;;;;;
2;1;29;1986;25744;1;;;;;;;;;
2;1;29;1985;25744;2;;;;;;;;;
2;1;29;1986;25744;2;;;;;;;;;
2;1;30;1985;25744;2;;;;;;;;;
2;1;31;1984;25744;1;;;;;;;;;
2;1;36;1979;25744;2;;;;;;;;;
2;1;38;1977;25744;2;;;;;;;;;
2;1;40;1975;25744;2;;;;;;;;;
2;1;44;1971;25744;1;;;;;;;;;
2;1;48;1967;25744;1;;;;;;;;;
1;1;20;1995;25750;1;;;;;;;;;
1;1;21;1994;25750;1;;;;;;;;;
1;1;22;1993;25750;2;;;;;;;;;
1;1;24;1991;25750;1;;;;;;;;;
1;1;25;1990;25750;1;;;;;;;;;
1;1;25;1990;25750;1;;;;;;;;;
1;1;26;1989;25750;1;;;;;;;;;
2;1;27;1988;25750;1;;;;;;;;;
2;1;27;1988;25750;1;;;;;;;;;
2;1;27;1988;25750;1;;;;;;;;;
2;1;27;1988;25750;2;;;;;;;;;
2;1;27;1988;25750;2;;;;;;;;;
2;1;28;1987;25750;1;;;;;;;;;
2;1;28;1987;25750;2;;;;;;;;;
2;1;28;1987;25750;2;;;;;;;;;
2;1;29;1986;25750;1;;;;;;;;;
2;1;30;1985;25750;1;;;;;;;;;
2;1;30;1985;25750;2;;;;;;;;;
2;1;31;1984;25750;1;;;;;;;;;
2;1;34;1981;25750;2;;;;;;;;;
2;1;36;1979;25750;1;;;;;;;;;
2;1;36;1979;25750;1;;;;;;;;;
2;1;37;1978;25750;1;;;;;;;;;
2;1;39;1976;25750;1;;;;;;;;;
2;1;41;1974;25750;2;;;;;;;;;
2;1;43;1972;25750;1;;;;;;;;;
2;1;44;1971;25750;1;;;;;;;;;
2;1;45;1970;25750;1;;;;;;;;;
2;1;45;1969;25750;1;;;;;;;;;
2;1;46;1969;25750;1;;;;;;;;;
2;1;47;1968;25750;2;;;;;;;;;
2;1;48;1966;25750;2;;;;;;;;;
3;1;53;1962;25750;2;;;;;;;;;
3;1;57;1957;25750;1;;;;;;;;;
3;1;57;1958;25750;2;;;;;;;;;
1;1;20;1995;25760;1;;;;;;;;;
1;1;21;1994;25760;1;;;;;;;;;
1;1;22;1993;25760;1;;;;;;;;;
1;1;24;1991;25760;1;;;;;;;;;
1;1;24;1991;25760;1;;;;;;;;;
1;1;26;1989;25760;1;;;;;;;;;
1;1;26;1989;25760;1;;;;;;;;;
1;1;26;1989;25760;1;;;;;;;;;
2;1;28;1987;25760;1;;;;;;;;;
2;1;29;1986;25760;1;;;;;;;;;
2;1;32;1983;25760;1;;;;;;;;;
2;1;34;1981;25760;2;;;;;;;;;
2;1;36;1979;25760;2;;;;;;;;;
2;1;36;1979;25760;1;;;;;;;;;
2;1;37;1978;25760;2;;;;;;;;;
2;1;37;1978;25760;1;;;;;;;;;
2;1;37;1978;25760;2;;;;;;;;;
2;1;38;1977;25760;1;;;;;;;;;
2;1;43;1972;25760;2;;;;;;;;;
3;1;52;1963;25760;1;;;;;;;;;
3;1;53;1962;25760;1;;;;;;;;;
3;1;56;1959;25760;2;;;;;;;;;
3;1;56;1959;25760;1;;;;;;;;;
3;1;56;1958;25760;1;;;;;;;;;
2;1;42;1973;25764;2;;;;;;;;;
1;1;18;1997;25770;1;;;;;;;;;
1;1;19;1996;25770;1;;;;;;;;;
1;1;19;1996;25770;1;;;;;;;;;
1;1;19;1996;25770;1;;;;;;;;;
1;1;21;1994;25770;2;;;;;;;;;
1;1;21;1994;25770;2;;;;;;;;;
1;1;21;1994;25770;1;;;;;;;;;
1;1;21;1994;25770;2;;;;;;;;;
1;1;23;1992;25770;2;;;;;;;;;
1;1;23;1992;25770;2;;;;;;;;;
1;1;24;1991;25770;2;;;;;;;;;
1;1;24;1991;25770;2;;;;;;;;;
1;1;24;1991;25770;1;;;;;;;;;
1;1;25;1990;25770;1;;;;;;;;;
1;1;26;1989;25770;1;;;;;;;;;
1;1;26;1989;25770;2;;;;;;;;;
2;1;27;1988;25770;2;;;;;;;;;
2;1;28;1987;25770;2;;;;;;;;;
2;1;28;1987;25770;1;;;;;;;;;
2;1;28;1987;25770;1;;;;;;;;;
2;1;30;1985;25770;2;;;;;;;;;
2;1;31;1984;25770;2;;;;;;;;;
2;1;32;1983;25770;2;;;;;;;;;
2;1;33;1982;25770;1;;;;;;;;;
2;1;33;1982;25770;1;;;;;;;;;
2;1;33;1982;25770;2;;;;;;;;;
2;1;34;1981;25770;1;;;;;;;;;
2;1;35;1979;25770;1;;;;;;;;;
2;1;37;1978;25770;1;;;;;;;;;
2;1;39;1976;25770;1;;;;;;;;;
2;1;41;1974;25770;2;;;;;;;;;
2;1;42;1973;25770;2;;;;;;;;;
2;1;49;1966;25770;1;;;;;;;;;
3;1;51;1964;25770;1;;;;;;;;;
3;1;51;1964;25770;1;;;;;;;;;
3;1;52;1963;25770;2;;;;;;;;;
3;1;53;1962;25770;2;;;;;;;;;
3;1;55;1960;25770;2;;;;;;;;;
3;1;56;1958;25770;2;;;;;;;;;
1;1;21;1994;25772;2;;;;;;;;;
1;1;21;1994;25772;1;;;;;;;;;
1;1;22;1992;25772;2;;;;;;;;;
1;1;26;1989;25772;1;;;;;;;;;
2;1;32;1983;25772;2;;;;;;;;;
2;1;34;1981;25772;2;;;;;;;;;
2;1;36;1979;25772;1;;;;;;;;;
2;1;37;1978;25772;2;;;;;;;;;
2;1;38;1977;25772;1;;;;;;;;;
2;1;47;1968;25772;1;;;;;;;;;
3;1;55;1960;25772;1;;;;;;;;;
3;1;58;1957;25772;2;;;;;;;;;
3;1;58;1957;25772;1;;;;;;;;;
3;1;59;1956;25772;1;;;;;;;;;
1;1;21;1994;25773;1;;;;;;;;;
1;1;22;1993;25773;2;;;;;;;;;
1;1;24;1991;25773;1;;;;;;;;;
1;1;25;1990;25773;1;;;;;;;;;
1;1;25;1990;25773;1;;;;;;;;;
2;1;29;1986;25773;1;;;;;;;;;
2;1;33;1982;25773;2;;;;;;;;;
2;1;34;1980;25773;2;;;;;;;;;
2;1;36;1979;25773;1;;;;;;;;;
2;1;37;1978;25773;1;;;;;;;;;
2;1;39;1976;25773;1;;;;;;;;;
2;1;44;1971;25773;2;;;;;;;;;
3;1;66;1949;25773;2;;;;;;;;;
1;1;18;1996;25774;2;;;;;;;;;
1;1;18;1997;25774;1;;;;;;;;;
1;1;18;1997;25774;2;;;;;;;;;
1;1;18;1997;25774;2;;;;;;;;;
1;1;18;1997;25774;1;;;;;;;;;
1;1;18;1997;25774;1;;;;;;;;;
1;1;19;1996;25774;1;;;;;;;;;
1;1;19;1996;25774;2;;;;;;;;;
1;1;19;1996;25774;1;;;;;;;;;
1;1;19;1995;25774;2;;;;;;;;;
1;1;19;1996;25774;2;;;;;;;;;
1;1;19;1996;25774;1;;;;;;;;;
1;1;19;1995;25774;1;;;;;;;;;
1;1;19;1996;25774;1;;;;;;;;;
1;1;19;1996;25774;1;;;;;;;;;
1;1;19;1996;25774;2;;;;;;;;;
1;1;19;1996;25774;2;;;;;;;;;
1;1;19;1996;25774;2;;;;;;;;;
1;1;19;1996;25774;1;;;;;;;;;
1;1;19;1996;25774;1;;;;;;;;;
1;1;19;1996;25774;2;;;;;;;;;
1;1;19;1996;25774;1;;;;;;;;;
1;1;19;1996;25774;2;;;;;;;;;
1;1;19;1996;25774;1;;;;;;;;;
1;1;19;1996;25774;2;;;;;;;;;
1;1;19;1996;25774;1;;;;;;;;;
1;1;20;1995;25774;2;;;;;;;;;
1;1;20;1994;25774;1;;;;;;;;;
1;1;20;1995;25774;1;;;;;;;;;
1;1;20;1995;25774;1;;;;;;;;;
1;1;20;1995;25774;1;;;;;;;;;
1;1;20;1995;25774;1;;;;;;;;;
1;1;20;1995;25774;1;;;;;;;;;
1;1;20;1995;25774;1;;;;;;;;;
1;1;20;1995;25774;1;;;;;;;;;
1;1;20;1995;25774;2;;;;;;;;;
1;1;20;1995;25774;1;;;;;;;;;
1;1;20;1994;25774;2;;;;;;;;;
1;1;20;1994;25774;2;;;;;;;;;
1;1;20;1994;25774;2;;;;;;;;;
1;1;20;1995;25774;2;;;;;;;;;
1;1;20;1995;25774;1;;;;;;;;;
1;1;20;1995;25774;2;;;;;;;;;
1;1;20;1995;25774;2;;;;;;;;;
1;1;20;1995;25774;1;;;;;;;;;
1;1;20;1995;25774;1;;;;;;;;;
1;1;20;1995;25774;1;;;;;;;;;
1;1;20;1995;25774;2;;;;;;;;;
1;1;20;1995;25774;1;;;;;;;;;
1;1;20;1995;25774;1;;;;;;;;;
1;1;20;1995;25774;1;;;;;;;;;
1;1;20;1994;25774;2;;;;;;;;;
1;1;20;1995;25774;1;;;;;;;;;
1;1;20;1995;25774;1;;;;;;;;;
1;1;20;1995;25774;2;;;;;;;;;
1;1;20;1995;25774;1;;;;;;;;;
1;1;20;1995;25774;1;;;;;;;;;
1;1;20;1995;25774;2;;;;;;;;;
1;1;20;1995;25774;1;;;;;;;;;
1;1;20;1995;25774;2;;;;;;;;;
1;1;20;1995;25774;2;;;;;;;;;
1;1;20;1995;25774;1;;;;;;;;;
1;1;20;1995;25774;1;;;;;;;;;
1;1;21;1994;25774;1;;;;;;;;;
1;1;21;1994;25774;1;;;;;;;;;
1;1;21;1994;25774;2;;;;;;;;;
1;1;21;1994;25774;1;;;;;;;;;
1;1;21;1994;25774;2;;;;;;;;;
1;1;21;1994;25774;2;;;;;;;;;
1;1;21;1994;25774;1;;;;;;;;;
1;1;21;1994;25774;1;;;;;;;;;
1;1;21;1994;25774;2;;;;;;;;;
1;1;21;1994;25774;2;;;;;;;;;
1;1;21;;25774;1;;;;;;;;;
1;1;21;1994;25774;1;;;;;;;;;
1;1;21;1994;25774;1;;;;;;;;;
1;1;21;1994;25774;2;;;;;;;;;
1;1;21;1994;25774;2;;;;;;;;;
1;1;21;1994;25774;2;;;;;;;;;
1;1;21;1994;25774;2;;;;;;;;;
1;1;21;1994;25774;2;;;;;;;;;
1;1;21;1994;25774;2;;;;;;;;;
1;1;21;1994;25774;1;;;;;;;;;
1;1;21;1994;25774;1;;;;;;;;;
1;1;21;1994;25774;1;;;;;;;;;
1;1;21;1994;25774;1;;;;;;;;;
1;1;21;1994;25774;2;;;;;;;;;
1;1;21;1994;25774;2;;;;;;;;;
1;1;21;1994;25774;2;;;;;;;;;
1;1;21;1994;25774;2;;;;;;;;;
1;1;21;1994;25774;2;;;;;;;;;
1;1;21;1994;25774;1;;;;;;;;;
1;1;21;1994;25774;2;;;;;;;;;
1;1;21;1994;25774;2;;;;;;;;;
1;1;21;1994;25774;1;;;;;;;;;
1;1;21;1993;25774;1;;;;;;;;;
1;1;21;1994;25774;1;;;;;;;;;
1;1;21;1994;25774;1;;;;;;;;;
1;1;21;1994;25774;1;;;;;;;;;
1;1;21;1994;25774;1;;;;;;;;;
1;1;22;1993;25774;1;;;;;;;;;
1;1;22;1993;25774;1;;;;;;;;;
1;1;22;1993;25774;1;;;;;;;;;
1;1;22;1992;25774;1;;;;;;;;;
1;1;22;1993;25774;1;;;;;;;;;
1;1;22;1993;25774;1;;;;;;;;;
1;1;22;1993;25774;2;;;;;;;;;
1;1;22;1993;25774;2;;;;;;;;;
1;1;22;1993;25774;2;;;;;;;;;
1;1;22;1993;25774;1;;;;;;;;;
1;1;22;1993;25774;2;;;;;;;;;
1;1;22;1993;25774;1;;;;;;;;;
1;1;22;1993;25774;2;;;;;;;;;
1;1;22;1993;25774;2;;;;;;;;;
1;1;22;1993;25774;1;;;;;;;;;
1;1;22;1993;25774;2;;;;;;;;;
1;1;22;1993;25774;2;;;;;;;;;
1;1;22;1993;25774;1;;;;;;;;;
1;1;22;1993;25774;2;;;;;;;;;
1;1;22;1993;25774;1;;;;;;;;;
1;1;22;1993;25774;2;;;;;;;;;
1;1;22;1993;25774;1;;;;;;;;;
1;1;22;1993;25774;1;;;;;;;;;
1;1;22;1993;25774;1;;;;;;;;;
1;1;22;1993;25774;1;;;;;;;;;
1;1;22;1993;25774;1;;;;;;;;;
1;1;22;1993;25774;2;;;;;;;;;
1;1;22;1993;25774;1;;;;;;;;;
1;1;22;1993;25774;1;;;;;;;;;
1;1;22;1993;25774;2;;;;;;;;;
1;1;22;1993;25774;2;;;;;;;;;
1;1;22;1993;25774;1;;;;;;;;;
1;1;22;1993;25774;1;;;;;;;;;
1;1;22;1993;25774;2;;;;;;;;;
1;1;22;1993;25774;2;;;;;;;;;
1;1;22;1993;25774;1;;;;;;;;;
1;1;22;1993;25774;1;;;;;;;;;
1;1;22;1993;25774;2;;;;;;;;;
1;1;22;1993;25774;1;;;;;;;;;
1;1;22;1993;25774;2;;;;;;;;;
1;1;22;1993;25774;1;;;;;;;;;
1;1;23;1992;25774;1;;;;;;;;;
1;1;23;1992;25774;1;;;;;;;;;
1;1;23;1992;25774;1;;;;;;;;;
1;1;23;1992;25774;2;;;;;;;;;
1;1;23;1991;25774;1;;;;;;;;;
1;1;23;1992;25774;1;;;;;;;;;
1;1;23;1992;25774;2;;;;;;;;;
1;1;23;1992;25774;2;;;;;;;;;
1;1;23;1992;25774;2;;;;;;;;;
1;1;23;1992;25774;1;;;;;;;;;
1;1;23;1992;25774;2;;;;;;;;;
1;1;23;1992;25774;2;;;;;;;;;
1;1;23;1992;25774;2;;;;;;;;;
1;1;23;1991;25774;2;;;;;;;;;
1;1;23;1992;25774;2;;;;;;;;;
1;1;23;1992;25774;1;;;;;;;;;
1;1;23;1992;25774;1;;;;;;;;;
1;1;23;1992;25774;2;;;;;;;;;
1;1;23;1992;25774;1;;;;;;;;;
1;1;23;1992;25774;1;;;;;;;;;
1;1;23;1992;25774;1;;;;;;;;;
1;1;23;1992;25774;2;;;;;;;;;
1;1;23;1992;25774;1;;;;;;;;;
1;1;23;1992;25774;1;;;;;;;;;
1;1;23;1992;25774;1;;;;;;;;;
1;1;23;1992;25774;2;;;;;;;;;
1;1;23;1992;25774;2;;;;;;;;;
1;1;23;1992;25774;1;;;;;;;;;
1;1;23;1992;25774;1;;;;;;;;;
1;1;23;1992;25774;1;;;;;;;;;
1;1;23;1992;25774;1;;;;;;;;;
1;1;24;1991;25774;1;;;;;;;;;
1;1;24;1990;25774;1;;;;;;;;;
1;1;24;1991;25774;1;;;;;;;;;
1;1;24;1991;25774;2;;;;;;;;;
1;1;24;1991;25774;2;;;;;;;;;
1;1;24;1991;25774;2;;;;;;;;;
1;1;24;1991;25774;2;;;;;;;;;
1;1;24;1991;25774;1;;;;;;;;;
1;1;24;1991;25774;1;;;;;;;;;
1;1;24;1990;25774;1;;;;;;;;;
1;1;24;1991;25774;1;;;;;;;;;
1;1;24;1991;25774;2;;;;;;;;;
1;1;24;1991;25774;1;;;;;;;;;
1;1;24;1991;25774;2;;;;;;;;;
1;1;24;1990;25774;2;;;;;;;;;
1;1;24;1991;25774;1;;;;;;;;;
1;1;24;1991;25774;1;;;;;;;;;
1;1;24;1991;25774;2;;;;;;;;;
1;1;24;1991;25774;2;;;;;;;;;
1;1;24;1990;25774;1;;;;;;;;;
1;1;24;1991;25774;1;;;;;;;;;
1;1;24;1991;25774;1;;;;;;;;;
1;1;24;1991;25774;1;;;;;;;;;
1;1;24;1991;25774;2;;;;;;;;;
1;1;24;1991;25774;1;;;;;;;;;
1;1;24;1991;25774;1;;;;;;;;;
1;1;24;1991;25774;2;;;;;;;;;
1;1;24;1991;25774;1;;;;;;;;;
1;1;24;1991;25774;1;;;;;;;;;
1;1;24;1991;25774;1;;;;;;;;;
1;1;24;1991;25774;1;;;;;;;;;
1;1;24;1991;25774;1;;;;;;;;;
1;1;24;1991;25774;2;;;;;;;;;
1;1;24;1991;25774;1;;;;;;;;;
1;1;24;1991;25774;2;;;;;;;;;
1;1;24;1991;25774;1;;;;;;;;;
1;1;24;1991;25774;1;;;;;;;;;
1;1;24;1991;25774;2;;;;;;;;;
1;1;24;1990;25774;2;;;;;;;;;
1;1;24;1991;25774;2;;;;;;;;;
1;1;24;1991;25774;2;;;;;;;;;
1;1;24;1991;25774;2;;;;;;;;;
1;1;24;1991;25774;2;;;;;;;;;
1;1;24;1991;25774;1;;;;;;;;;
1;1;24;1991;25774;2;;;;;;;;;
1;1;24;1991;25774;1;;;;;;;;;
1;1;25;1990;25774;2;;;;;;;;;
1;1;25;1990;25774;1;;;;;;;;;
1;1;25;1990;25774;1;;;;;;;;;
1;1;25;1990;25774;2;;;;;;;;;
1;1;25;1990;25774;1;;;;;;;;;
1;1;25;1989;25774;2;;;;;;;;;
1;1;25;1990;25774;2;;;;;;;;;
1;1;25;1990;25774;2;;;;;;;;;
1;1;25;1990;25774;2;;;;;;;;;
1;1;25;1990;25774;2;;;;;;;;;
1;1;25;1990;25774;2;;;;;;;;;
1;1;25;1990;25774;1;;;;;;;;;
1;1;25;1990;25774;1;;;;;;;;;
1;1;25;1990;25774;1;;;;;;;;;
1;1;25;1990;25774;1;;;;;;;;;
1;1;25;1990;25774;2;;;;;;;;;
1;1;25;1990;25774;1;;;;;;;;;
1;1;25;1990;25774;2;;;;;;;;;
1;1;25;1990;25774;1;;;;;;;;;
1;1;25;1990;25774;1;;;;;;;;;
1;1;25;1990;25774;2;;;;;;;;;
1;1;25;1989;25774;2;;;;;;;;;
1;1;25;1990;25774;1;;;;;;;;;
1;1;25;1990;25774;1;;;;;;;;;
1;1;25;1990;25774;2;;;;;;;;;
1;1;25;1990;25774;2;;;;;;;;;
1;1;25;1990;25774;2;;;;;;;;;
1;1;25;1990;25774;1;;;;;;;;;
1;1;25;1990;25774;1;;;;;;;;;
1;1;25;1990;25774;1;;;;;;;;;
1;1;25;1990;25774;2;;;;;;;;;
1;1;25;1990;25774;2;;;;;;;;;
1;1;25;1990;25774;1;;;;;;;;;
1;1;25;1990;25774;1;;;;;;;;;
1;1;25;1990;25774;1;;;;;;;;;
1;1;25;1990;25774;2;;;;;;;;;
1;1;25;1990;25774;1;;;;;;;;;
1;1;26;1989;25774;1;;;;;;;;;
1;1;26;1989;25774;1;;;;;;;;;
1;1;26;1988;25774;1;;;;;;;;;
1;1;26;1989;25774;2;;;;;;;;;
1;1;26;1988;25774;1;;;;;;;;;
1;1;26;1989;25774;1;;;;;;;;;
1;1;26;1989;25774;2;;;;;;;;;
1;1;26;1989;25774;2;;;;;;;;;
1;1;26;1989;25774;2;;;;;;;;;
1;1;26;1989;25774;2;;;;;;;;;
1;1;26;1988;25774;1;;;;;;;;;
1;1;26;1989;25774;2;;;;;;;;;
1;1;26;1989;25774;1;;;;;;;;;
1;1;26;1989;25774;2;;;;;;;;;
1;1;26;1989;25774;1;;;;;;;;;
1;1;26;1989;25774;1;;;;;;;;;
1;1;26;1989;25774;2;;;;;;;;;
1;1;26;1989;25774;2;;;;;;;;;
1;1;26;1989;25774;1;;;;;;;;;
1;1;26;1989;25774;2;;;;;;;;;
1;1;26;1988;25774;2;;;;;;;;;
1;1;26;1989;25774;2;;;;;;;;;
1;1;26;1989;25774;2;;;;;;;;;
1;1;26;1989;25774;2;;;;;;;;;
1;1;26;1989;25774;2;;;;;;;;;
1;1;26;1989;25774;2;;;;;;;;;
1;1;26;1989;25774;1;;;;;;;;;
1;1;26;1989;25774;1;;;;;;;;;
1;1;26;1989;25774;1;;;;;;;;;
1;1;26;1989;25774;2;;;;;;;;;
1;1;26;1989;25774;1;;;;;;;;;
1;1;26;1989;25774;1;;;;;;;;;
1;1;26;1989;25774;2;;;;;;;;;
1;1;26;1989;25774;2;;;;;;;;;
1;1;26;1989;25774;1;;;;;;;;;
1;1;26;1989;25774;1;;;;;;;;;
1;1;26;1989;25774;2;;;;;;;;;
1;1;26;1989;25774;1;;;;;;;;;
1;1;26;1989;25774;1;;;;;;;;;
1;1;26;1989;25774;1;;;;;;;;;
1;1;26;1989;25774;2;;;;;;;;;
1;1;26;1989;25774;1;;;;;;;;;
2;1;27;1988;25774;2;;;;;;;;;
2;1;27;1988;25774;2;;;;;;;;;
2;1;27;1987;25774;2;;;;;;;;;
2;1;27;1988;25774;1;;;;;;;;;
2;1;27;1988;25774;2;;;;;;;;;
2;1;27;1988;25774;1;;;;;;;;;
2;1;27;1988;25774;1;;;;;;;;;
2;1;27;1988;25774;2;;;;;;;;;
2;1;27;1987;25774;1;;;;;;;;;
2;1;27;1988;25774;2;;;;;;;;;
2;1;27;1988;25774;2;;;;;;;;;
2;1;27;1988;25774;1;;;;;;;;;
2;1;27;1988;25774;1;;;;;;;;;
2;1;27;1988;25774;2;;;;;;;;;
2;1;27;1988;25774;1;;;;;;;;;
2;1;27;1988;25774;1;;;;;;;;;
2;1;27;1988;25774;2;;;;;;;;;
2;1;27;1988;25774;1;;;;;;;;;
2;1;27;1988;25774;1;;;;;;;;;
2;1;27;1988;25774;2;;;;;;;;;
2;1;27;1987;25774;2;;;;;;;;;
2;1;27;1988;25774;1;;;;;;;;;
2;1;27;1988;25774;1;;;;;;;;;
2;1;27;1988;25774;1;;;;;;;;;
2;1;27;1988;25774;2;;;;;;;;;
2;1;27;1988;25774;1;;;;;;;;;
2;1;27;1988;25774;1;;;;;;;;;
2;1;27;1988;25774;1;;;;;;;;;
2;1;27;1988;25774;1;;;;;;;;;
2;1;27;1988;25774;2;;;;;;;;;
2;1;27;1988;25774;2;;;;;;;;;
2;1;27;1988;25774;2;;;;;;;;;
2;1;27;1988;25774;1;;;;;;;;;
2;1;27;1988;25774;2;;;;;;;;;
2;1;27;1988;25774;1;;;;;;;;;
2;1;27;1988;25774;1;;;;;;;;;
2;1;27;1988;25774;1;;;;;;;;;
2;1;28;1987;25774;2;;;;;;;;;
2;1;28;1987;25774;1;;;;;;;;;
2;1;28;1987;25774;2;;;;;;;;;
2;1;28;1987;25774;2;;;;;;;;;
2;1;28;1987;25774;2;;;;;;;;;
2;1;28;1987;25774;2;;;;;;;;;
2;1;28;1987;25774;2;;;;;;;;;
2;1;28;1987;25774;1;;;;;;;;;
2;1;28;1987;25774;1;;;;;;;;;
2;1;28;1987;25774;2;;;;;;;;;
2;1;28;1987;25774;2;;;;;;;;;
2;1;28;1986;25774;1;;;;;;;;;
2;1;28;1987;25774;2;;;;;;;;;
2;1;28;1987;25774;2;;;;;;;;;
2;1;28;1987;25774;2;;;;;;;;;
2;1;28;1987;25774;2;;;;;;;;;
2;1;28;1987;25774;1;;;;;;;;;
2;1;28;1987;25774;2;;;;;;;;;
2;1;28;1987;25774;2;;;;;;;;;
2;1;28;1987;25774;2;;;;;;;;;
2;1;28;1987;25774;2;;;;;;;;;
2;1;28;1987;25774;2;;;;;;;;;
2;1;28;1987;25774;1;;;;;;;;;
2;1;28;1987;25774;1;;;;;;;;;
2;1;28;1987;25774;2;;;;;;;;;
2;1;28;1987;25774;2;;;;;;;;;
2;1;28;1987;25774;2;;;;;;;;;
2;1;28;1987;25774;2;;;;;;;;;
2;1;28;1987;25774;2;;;;;;;;;
2;1;28;1987;25774;2;;;;;;;;;
2;1;28;1987;25774;1;;;;;;;;;
2;1;28;1987;25774;1;;;;;;;;;
2;1;28;1986;25774;1;;;;;;;;;
2;1;28;1987;25774;1;;;;;;;;;
2;1;28;1987;25774;1;;;;;;;;;
2;1;28;1987;25774;2;;;;;;;;;
2;1;28;1987;25774;1;;;;;;;;;
2;1;28;1987;25774;2;;;;;;;;;
2;1;28;1987;25774;2;;;;;;;;;
2;1;28;1987;25774;1;;;;;;;;;
2;1;28;1987;25774;1;;;;;;;;;
2;1;28;1987;25774;2;;;;;;;;;
2;1;28;1987;25774;1;;;;;;;;;
2;1;28;1987;25774;2;;;;;;;;;
2;1;28;1987;25774;2;;;;;;;;;
2;1;28;1987;25774;2;;;;;;;;;
2;1;28;1987;25774;1;;;;;;;;;
2;1;28;1987;25774;1;;;;;;;;;
2;1;29;1985;25774;1;;;;;;;;;
2;1;29;1986;25774;1;;;;;;;;;
2;1;29;1986;25774;1;;;;;;;;;
2;1;29;1986;25774;2;;;;;;;;;
2;1;29;1986;25774;1;;;;;;;;;
2;1;29;1986;25774;1;;;;;;;;;
2;1;29;1986;25774;1;;;;;;;;;
2;1;29;1986;25774;2;;;;;;;;;
2;1;29;1986;25774;1;;;;;;;;;
2;1;29;1986;25774;1;;;;;;;;;
2;1;29;1986;25774;1;;;;;;;;;
2;1;29;1986;25774;1;;;;;;;;;
2;1;29;1986;25774;2;;;;;;;;;
