COUNTY;STATE;AporteMensual;Genero;Edad;FechaNacimiento
;;;1;19;1996
;;;2;21;1994
;;;1;0;2015
;;;1;20;1995
;;;1;49;1966
;;81000;2;45;1970
;;98;2;22;1993
;;;2;21;1994
;;;2;15;1999
;;;2;36;1979
;;;2;33;1982
;;;1;16;1999
;;;2;67;1948
;;;2;40;1975
;;;1;18;1997
;;;1;7;2008
;;;1;45;1970
;;;2;35;1979
;;;1;4;2011
;;;2;0;2015
;;98;2;64;1951
;;;1;40;1975
;;;1;17;1998
;;;2;18;1997
;;;2;90;1924
;;80000;2;67;1947
;;;1;62;1953
;;;2;60;1955
;;;1;57;1958
;;;1;28;1987
;;;1;62;1953
;;;1;31;1984
;;;2;59;1956
;;;1;33;1982
;;;1;18;1997
;;;1;16;1998
;;;1;71;1944
;;;2;67;1947
;;;2;57;1958
;;28000;1;41;1974
;;98;1;32;1983
;;;2;25;1990
;;;1;7;2007
;;;2;54;1961
;;;1;53;1961
;;;2;24;1991
;;;1;15;2000
;;;1;9;2006
;;;1;5;2010
;;;1;5;2010
;;;2;4;2011
;;;2;4;2011
;;;2;3;2012
;;26000;1;31;1984
;;;2;28;1987
;;;2;26;1989
;;;2;37;1978
;;90000;1;38;1977
;;;2;12;2003
;;;2;2;2013
;;88000;2;74;1941
;;40000;2;46;1968
;;;1;21;1994
;;32000;1;43;1972
;;;2;31;1984
;;;2;0;2015
;;;1;26;1988
;;80000;2;50;1965
;;;1;58;1957
;;;2;9;2006
;;;1;24;1991
;;;2;20;1995
;;;2;64;1951
;;26000;2;29;1986
;;70000;1;32;1983
;;;2;8;2007
;;;2;56;1959
;;26000;1;51;1964
;;;1;22;1993
;;;2;17;1998
;;;2;25;1990
;;;2;34;1981
;;26000;1;32;1982
;;;1;14;2001
;;;1;11;2004
;;26000;2;35;1980
;;;2;11;2003
;;;1;6;2009
;;98;1;76;1938
;;;2;51;1964
;;;1;19;1996
;;;1;11;2004
;;;1;41;1974
;;;2;36;1979
;;;2;18;1997
;;;2;11;2004
;;;2;44;1971
;;;2;17;1998
;;;2;18;1997
;;;1;37;1978
;;;2;37;1978
;;;1;16;1999
;;;1;16;1999
;;;1;9;2006
;;;1;82;1932
;;;2;80;1935
;;98;1;24;1991
;;;2;20;1995
;;;2;1;2014
;;;1;44;1970
;;;2;45;1970
;;;2;17;1998
;;;1;13;2002
;;;1;42;1972
;;;2;45;1970
;;;1;13;2002
;;;1;34;1981
;;;2;27;1988
;;;1;9;2006
;;;1;6;2009
;;;1;32;1983
;;;2;26;1989
;;;1;81;1933
;;180000;2;81;1933
;;24600;2;47;1968
;;98;1;23;1992
;;98;1;21;1993
;;;2;17;1998
;;;2;66;1949
;;98;2;23;1991
;;98;1;45;1970
;;;2;42;1973
;;;2;19;1996
;;;2;16;1999
;;;1;15;2000
;;;1;47;1968
;;98;2;40;1975
;;;1;11;2003
;;;1;10;2005
;;;1;3;2012
;;98;2;49;1966
;;;2;82;1933
;;98;2;62;1953
;;98;2;80;1935
;;98;2;43;1972
;;98;1;53;1961
;;;1;20;1994
;;98;1;44;1971
;;102000;2;71;1944
;;;1;76;1939
;;;2;72;1943
;;;2;47;1968
;;;2;17;1997
;;98;1;53;1962
;;28000;2;23;1992
;;98;1;49;1966
;;;2;44;1971
;;;1;17;1998
;;;1;12;2003
;;32000;1;64;1951
;;;2;47;1968
;;32000;1;29;1986
;;;2;28;1987
;;30000;1;33;1981
;;;2;7;2008
;;160000;1;48;1967
;;;2;47;1968
;;;1;14;2001
;;;1;10;2005
;;80000;2;55;1960
;;;2;41;1974
;;;1;41;1974
;;;1;20;
;;;2;18;1997
;;;1;14;2001
;;;2;46;1969
;;;1;59;1956
;;;2;23;1992
;;36000;1;32;1983
;;;2;4;2011
;;;2;0;2015
;;;1;25;1990
;;;2;28;1987
;;;1;8;2007
;;;1;5;2010
;;;2;3;2012
;;;1;31;1984
;;;2;28;1987
;;;1;10;2005
;;;1;8;2007
;;;1;68;1947
;;;1;24;1991
;;;1;49;1966
;;32000;1;27;1988
;;;2;22;1993
;;;2;52;1962
;;;1;53;1962
;;;2;54;1961
;;;2;31;1983
;;;1;36;1978
;;;2;64;1950
;;120000;1;32;1983
;;98;2;82;1933
;;160000;2;43;1972
;;;2;9;2005
;;;2;46;1969
;;90000;2;64;1951
;;;1;18;1997
;;;2;14;2001
;;98;2;84;1931
;;80000;2;56;1959
;;45000;2;68;1947
;;;1;23;1992
;;52000;2;40;1975
;;;1;41;1974
;;;2;16;1999
;;140000;1;38;1977
;;;2;35;1980
;;;1;12;2003
;;;2;4;2011
;;;2;0;2015
;;160000;1;44;1971
;;80000;1;43;1972
;;;2;69;1946
;;135000;1;76;1939
;;;2;18;1997
;;90000;1;66;1949
;;;2;63;1952
;;40000;1;40;1975
;;;1;32;1982
;;;2;80;1935
;;98;2;38;1977
;;;1;53;1962
;;34000;1;33;1982
;;98;1;33;1982
;;98;2;34;1981
;;;2;65;1950
;;115000;1;64;1951
;;;2;54;1961
;;;1;26;1989
;;;2;20;1995
;;;1;51;1964
;;;2;54;1961
;;;2;17;1997
;;;1;55;1960
;;;2;62;1953
;;;2;27;1988
;;;1;25;1990
;;;1;57;1958
;;;2;53;1962
;;;1;35;1980
;;98;2;30;1985
;;;2;15;2000
;;160000;1;79;1936
;;;2;75;1940
;;98;1;47;1968
;;98;2;37;1977
;;;2;9;2006
;;;2;34;1981
;;150000;2;38;1977
;;;2;31;1984
;;;1;42;1973
;;25800;2;40;1974
;;98;1;18;1997
;;;1;13;2002
;;;2;23;1992
;;;1;8;2007
;;;2;20;1995
;;;1;5;2010
;;;1;49;1966
;;25800;2;51;1964
;;98;1;27;1988
;;;2;29;1986
;;;1;11;2004
;;;2;65;1950
;;;2;41;1974
;;;2;19;1996
;;;1;51;1964
;;;2;53;1962
;;;1;24;1991
;;;1;22;1993
;;98;2;30;1985
;;;2;1;2013
;;80500;1;53;1962
;;;2;53;1962
;;98;1;31;1984
;;;1;42;1973
;;;2;42;1973
;;;1;24;1990
;;;1;21;1994
;;;2;46;1969
;;;1;46;1969
;;;1;22;1993
;;;1;16;1999
;;;1;12;2003
;;;1;5;2010
;;;1;57;1957
;;98;1;55;1960
;;;2;57;1958
;;98;1;29;1986
;;;2;34;1981
;;;2;5;2010
;;;2;48;1967
;;;2;22;1993
;;;2;8;2007
;;;2;5;2010
;;;1;64;1951
;;98;1;40;1975
;;98;2;30;1985
;;;2;3;2012
;;;2;25;1990
;;;2;23;1992
;;;2;21;1994
;;;1;21;1994
;;;2;17;1998
;;100000;1;50;1965
;;98;2;47;1968
;;98;2;26;1989
;;;2;13;2002
;;;2;8;2007
;;98;1;61;1954
;;98;2;61;1954
;;;1;72;1943
;;;2;67;1948
;;;2;36;1979
;;98;1;51;1964
;;;1;26;1989
;;98;1;66;1949
;;80000;2;67;1947
;;;1;24;1991
;;81282;2;65;1950
;;98;1;30;1985
;;;2;28;1986
;;81282;2;86;1928
;;300000;1;65;1950
;;;2;53;1962
;;;2;28;1987
;;;1;40;1975
;;;2;36;1979
;;;2;15;2000
;;;1;0;2015
;;209000;2;58;1957
;;98;1;60;1955
;;;2;28;1987
;;;1;33;1982
;;;1;10;2005
;;;1;5;2009
;;;2;52;1963
;;25000;1;32;1983
;;;1;9;2006
;;;2;45;1970
;;;2;21;1994
;;;2;4;2011
;;98;1;43;1972
;;;2;22;1992
;;;1;10;2004
;;;2;5;2010
;;;2;45;1970
;;;1;17;1997
;;;1;13;2002
;;;2;24;1991
;;98;2;51;1964
;;;2;27;1988
;;;2;17;1998
;;98;2;50;1965
;;;2;18;1997
;;;1;16;1999
;;;1;70;1945
;;;1;22;1993
;;;2;63;1952
;;;2;28;1987
;;;2;26;1988
;;;1;22;1992
;;;2;26;1989
;;;2;9;2006
;;24000;1;20;1995
;;36000;2;27;1988
;;;1;6;2009
;;;2;19;1996
;;;1;59;1956
;;;2;57;1958
;;;1;58;1957
;;48000;2;33;1982
;;80500;2;31;1984
;;96000;1;45;1970
;;80000;2;49;1965
;;;1;15;1999
;;144000;2;51;1964
;;;2;5;2010
;;;2;18;1997
;;449000;2;51;1964
;;;1;54;1961
;;;2;50;1965
;;26000;2;22;1993
;;;2;19;1996
;;;2;25;1990
;;;1;36;1979
;;;2;8;2007
;;80000;1;38;1977
;;;2;22;1992
;;;2;3;2012
;;;1;1;2014
;;;1;83;1932
;;;2;75;1940
;;;1;47;1968
;;;1;23;1992
;;;2;59;1955
;;;2;25;1990
;;26000;1;30;1985
;;28000;1;25;1990
;;32000;2;31;1984
;;;1;12;2003
;;;1;9;2006
;;;1;0;2015
;;;2;3;2012
;;80500;1;28;1987
;;48000;2;33;1982
;;;2;0;2015
;;;1;69;1946
;;;2;65;1950
;;;1;24;1991
;;;1;77;1938
;;;2;64;1951
;;;2;33;1982
;;;1;57;1958
;;28000;1;29;1986
;;;2;15;2000
;;;1;9;2006
;;;1;36;1979
;;72000;2;36;1979
;;;1;19;1996
;;80500;1;25;1990
;;;1;23;1992
;;342000;1;61;1953
;;99;2;58;1957
;;56000;2;31;1984
;;80500;1;29;1986
;;;2;23;1992
;;;1;0;2014
;;64000;2;26;1989
;;;1;41;1974
;;178000;2;36;1979
;;;1;7;2008
;;;1;2;2012
;;216000;2;59;1956
;;;1;41;1974
;;;2;37;1978
;;;2;11;2004
;;;2;4;2011
;;;2;94;1920
;;;1;40;1975
;;;2;33;1982
;;;1;15;2000
;;;1;4;2011
;;;2;14;2001
;;32000;1;30;1985
;;64000;2;36;1979
;;;1;9;2006
;;;1;53;1962
;;;2;50;1965
;;;1;21;1994
;;37600;2;29;1986
;;;2;4;2011
;;;2;4;2011
;;32000;1;24;1991
;;80000;2;28;1987
;;;1;1;2013
;;;1;63;1952
;;;2;54;1961
;;;1;26;1989
;;28000;2;24;1991
;;;1;29;1986
;;;1;69;1946
;;;2;48;1967
;;;1;25;1990
;;;1;22;1993
;;;1;19;1996
;;;1;18;1997
;;;2;28;1987
;;;2;1;2014
;;100000;1;58;1957
;;;2;56;1959
;;92000;2;27;1988
;;;2;17;1998
;;324000;1;70;1945
;;;2;57;1958
;;;2;21;1994
;;60000;1;44;1971
;;64000;2;34;1981
;;;1;11;2003
;;;1;4;2011
;;;1;2;2013
;;;2;25;1990
;;99;1;46;1969
;;100000;2;43;1972
;;;2;11;2004
;;;2;24;1991
;;98;1;55;1960
;;99;2;48;1967
;;;2;15;2000
;;;1;13;2002
;;;2;18;1997
;;;2;76;1939
;;;1;50;
;;;1;44;1970
;;;2;41;1974
;;36000;1;24;1991
;;;2;25;1990
;;;2;1;2014
;;;1;10;2005
;;;1;59;1956
;;;2;62;1953
;;;2;42;
;;;1;42;1973
;;;2;30;1985
;;;1;10;2005
;;;2;2;2013
;;30000;1;55;1960
;;;2;43;1972
;;;2;19;1996
;;;1;7;2008
;;;2;62;1953
;;80544;1;52;1963
;;;2;36;1979
;;;1;12;2003
;;;1;5;2010
;;80544;1;31;1984
;;;2;25;1989
;;;1;2;2013
;;;1;0;2015
;;;1;29;1986
;;;2;30;1985
;;;2;12;2003
;;;2;6;2009
;;;1;63;1952
;;;2;59;1956
;;;2;64;1950
;;25744;2;38;1977
;;25744;2;23;1992
;;;1;33;1981
;;;1;8;2007
;;80544;1;57;1958
;;;2;51;1963
;;;2;23;1991
;;;1;61;1954
;;;1;32;1982
;;80544;1;57;1958
;;;2;50;1965
;;25744;2;30;1985
;;;2;6;2009
;;;1;1;2014
;;;2;20;1995
;;32000;1;26;1989
;;;2;20;
;;;1;0;2015
;;25744;1;48;1967
;;;2;45;1970
;;;1;20;1995
;;180000;2;68;1946
;;123000;1;46;1968
;;26000;2;26;1989
;;;1;13;2002
;;40000;2;30;1984
;;33200;1;31;1984
;;33200;1;27;1988
;;52000;1;46;1969
;;;2;46;1969
;;32400;2;21;1994
;;;1;16;1999
;;;1;12;2003
;;;1;30;1985
;;;1;7;2008
;;;1;5;2010
;;;2;63;1952
;;32000;1;32;1983
;;;1;43;1971
;;;1;49;1966
;;;2;45;1970
;;;2;9;2006
;;;1;7;2008
;;25774;2;52;1963
;;;2;24;1991
;;;2;20;1995
;;;2;17;1998
;;;2;31;1983
;;;1;8;2007
;;100000;1;35;1980
;;36000;2;36;1979
;;;2;15;2000
;;;2;12;2003
;;;2;27;1988
;;;1;34;
;;25774;2;39;1976
;;77300;1;72;1943
;;80544;1;78;1937
;;83500;1;35;1980
;;;2;26;1989
;;;1;6;2009
;;25774;1;34;
;;30000;1;25;1990
;;;2;21;1993
;;;1;4;2011
;;;1;2;2013
;;;2;59;1956
;;98;1;21;1994
;;25780;1;48;1967
;;;2;51;1964
;;25780;1;20;1994
;;;1;15;2000
;;;2;34;1980
;;;1;12;2003
;;44000;2;36;1979
;;;2;17;1998
;;32000;1;34;1981
;;77322;2;62;1953
;;25780;2;25;1990
;;30000;2;41;1974
;;;1;40;1975
;;;1;13;2002
;;;1;54;1961
;;16000;2;51;1964
;;78000;2;31;1984
;;;1;13;2002
;;100000;2;21;1994
;;48000;1;39;1976
;;;2;39;1976
;;;1;16;1998
;;;1;12;2003
;;;2;8;2007
;;;2;22;1993
;;98;1;25;1990
;;98;1;51;1964
;;98;2;48;1967
;;;1;18;1997
;;60000;2;28;1987
;;26000;1;27;1987
;;;2;2;2013
;;100000;1;58;1957
;;49000;2;45;1970
;;;2;66;1949
;;98;1;41;1974
;;98;2;33;1982
;;;2;17;1997
;;;1;15;2000
;;31204;1;28;1987
;;;2;27;1988
;;;2;2;2013
;;;1;59;1956
;;31204;2;57;1958
;;26000;1;33;1982
;;31204;2;31;1984
;;30000;2;29;1986
;;;1;8;2007
;;;2;72;1943
;;26507;1;24;1991
;;;2;80;1935
;;25000;1;36;1979
;;31300;2;32;1983
;;;1;11;2004
;;;2;8;2007
;;;2;0;2015
;;60000;1;45;1970
;;;2;41;1974
;;;2;13;2002
;;;1;6;2009
;;;1;69;1946
;;64000;1;28;1987
;;47000;1;41;1974
;;;2;37;1978
;;;2;16;1998
;;;1;5;2010
;;;1;48;1966
;;;2;47;1968
;;;2;22;1993
;;;1;16;1998
;;60000;1;47;1968
;;;2;47;1968
;;25774;2;28;1987
;;;2;10;2004
;;80543;1;24;1991
;;80000;1;48;1967
;;;2;45;1970
;;;1;13;2002
;;;2;11;2004
;;98;1;37;1978
;;;2;28;1987
;;;1;10;2005
;;;1;3;2011
;;40000;1;28;1987
;;98;2;42;1973
;;;2;11;2003
;;98;1;25;1990
;;98;2;30;1984
;;;1;14;
;;;2;3;2012
;;25774;1;59;1956
;;;2;41;1974
;;32000;1;23;1992
;;25774;2;24;1991
;;;1;1;2014
;;;1;68;1946
;;80543;2;66;1949
;;;2;51;1964
;;;1;45;1970
;;32400;2;30;1985
;;48000;1;23;1992
;;98;2;46;1969
;;;2;29;1986
;;;2;34;1981
;;;2;16;1999
;;;1;12;2003
;;;2;8;2007
;;40000;1;43;1972
;;;2;29;1986
;;;2;9;2006
;;;2;6;2009
;;;1;5;2010
;;80500;2;64;1951
;;29600;1;27;1988
;;;2;28;1987
;;;1;5;2009
;;;1;0;2015
;;;2;51;1964
;;;1;14;2001
;;25774;1;24;1991
;;;2;20;1995
;;;1;2;2013
;;25774;1;22;1993
;;98;1;24;1990
;;98;1;26;1989
;;;2;26;1989
;;;1;2;2013
;;;1;1;2014
;;80000;1;27;1987
;;54000;2;26;1988
;;;2;47;1968
;;25774;1;22;1993
;;;2;16;1999
;;;2;9;2006
;;25774;1;50;1965
;;25774;2;22;1993
;;25774;1;23;1992
;;;1;52;1963
;;;2;25;1990
;;;1;2;2012
;;;2;22;1993
;;;1;7;2008
;;;2;0;2015
;;77322;1;81;1934
;;;2;70;1945
;;;1;41;1974
;;;2;35;1980
;;;2;15;2000
;;;1;9;2006
;;;1;44;1971
;;80543;2;41;1974
;;;1;19;1996
;;55000;1;60;1954
;;;2;60;1955
;;;1;32;1983
;;98;1;28;1987
;;32000;2;25;1990
;;136000;1;45;1970
;;80543;2;31;1984
;;;1;11;2004
;;;1;7;2008
;;77322;1;69;1946
;;;2;68;1947
;;64000;1;36;1979
;;98;2;52;1962
;;80543;2;29;1986
;;25774;2;22;1993
;;;1;12;2003
;;;1;38;1976
;;80543;2;38;1976
;;;1;12;2003
;;;2;0;2014
;;;1;59;1956
;;25774;1;41;1974
;;;2;60;1955
;;;1;64;1951
;;;1;64;1951
;;;2;48;1967
;;98;1;26;1989
;;;1;27;1988
;;;1;6;2009
;;;1;61;1954
;;80543;2;52;1963
;;;1;23;1992
;;98;1;31;1984
;;;2;36;1979
;;;2;14;2001
;;;1;8;2006
;;80543;2;51;1964
;;;2;14;2001
;;98;1;44;1971
;;25774;2;42;1972
;;;2;7;2008
;;110000;1;29;1986
;;80544;2;30;1985
;;;1;7;2008
;;;1;3;2012
;;80543;2;53;1962
;;170000;1;85;1930
;;;2;53;1961
;;;1;53;1962
;;77322;2;59;1956
;;;1;57;1958
;;77322;2;56;1959
;;;1;17;1998
;;75000;1;80;1935
;;;2;79;1936
;;;1;41;1974
;;;2;40;1975
;;;1;22;1993
;;;1;17;1998
;;48000;1;46;1969
;;;2;66;1949
;;77322;2;76;1939
;;36000;1;50;1965
;;;2;35;1980
;;;2;49;1966
;;30000;1;24;1991
;;32000;1;36;1979
;;25774;2;36;1979
;;30000;1;19;1996
;;;1;13;2002
;;77322;1;79;1935
;;80544;1;37;1978
;;99;1;45;1970
;;32000;2;51;1964
;;48000;1;56;1959
;;80544;2;23;1991
;;25774;2;25;1989
;;;1;10;2004
;;30000;1;44;1970
;;;1;16;1999
;;;2;44;1971
;;;1;34;1981
;;30000;2;38;1977
;;40000;1;20;1995
;;;1;8;2007
;;;2;54;1961
;;;1;71;1944
;;144000;2;55;1960
;;;1;55;1960
;;25774;1;21;1994
;;80544;2;75;1940
;;36000;2;36;1979
;;;1;31;1984
;;;1;15;2000
;;;1;11;2004
;;;1;66;1949
;;600000;2;66;1949
;;260000;2;42;1973
;;;1;50;1964
;;;1;35;1980
;;;2;19;1995
;;;1;2;2013
;;;1;22;1992
;;250000;1;74;1941
;;80544;2;73;1942
;;500000;2;59;1956
;;25774;2;55;1960
;;;1;38;1977
;;;2;38;1977
;;;2;12;2003
;;80544;1;57;1958
;;80544;2;78;1937
;;;2;21;1994
;;80544;1;56;1959
;;;2;53;1962
;;;1;17;1998
;;;2;6;2008
;;;2;3;2012
;;;2;41;1974
;;;2;9;2006
;;;1;7;2008
;;82000;2;74;1941
;;42000;2;54;1961
;;600000;1;74;1941
;;350000;2;58;1956
;;50000;1;29;1986
;;150000;2;26;1988
;;80000;1;49;1966
;;;2;47;1968
;;70000;1;23;1992
;;32000;1;21;1994
;;;2;15;2000
;;9999;1;80;1935
;;;2;81;1934
;;200000;2;24;1991
;;81544;2;86;1929
;;81544;2;66;1949
;;;1;66;1949
;;33000;1;21;1994
;;25774;2;22;1993
;;;2;43;1971
;;25774;1;20;1995
;;;2;18;1997
;;;1;0;2015
;;77300;1;39;1976
;;;2;43;1972
;;;2;17;1998
;;;1;10;2005
;;29000;2;48;1967
;;90000;1;26;1989
;;36000;2;24;1991
;;200000;2;27;1988
;;380000;1;31;1984
;;;1;50;1964
;;80000;1;73;1942
;;28300;2;55;1960
;;;1;16;1999
;;;2;77;1938
;;;2;21;1994
;;80544;1;36;1979
;;;1;42;1973
;;98;2;43;1972
;;25779;2;24;1990
;;128000;1;38;1977
;;117200;2;35;1979
;;;2;4;2011
;;98;1;50;1964
;;;2;53;1962
;;98;2;26;1989
;;60000;1;25;1990
;;;2;22;1993
;;25779;2;20;1994
;;32000;2;21;1993
;;40000;1;23;1991
;;;2;0;2015
;;77350;2;70;1945
;;85000;1;70;1945
;;;2;39;1975
;;;1;0;2014
;;;2;55;1960
;;25779;1;60;1955
;;350000;1;51;1964
;;200000;2;52;1963
;;200000;1;26;1989
;;;2;21;1994
;;;1;17;1998
;;;2;31;1984
;;;1;40;1975
;;;1;15;2000
;;80544;1;50;1965
;;;2;49;1966
;;;2;14;2001
;;;2;11;2004
;;25779;1;55;1960
;;;2;48;1967
;;25779;2;19;1996
;;25779;1;21;1994
;;64000;2;22;1993
;;;2;39;1976
;;;2;16;1999
;;;1;58;1957
;;140000;2;60;1955
;;98;1;48;1967
;;180000;2;38;1977
;;;1;9;2006
;;;2;5;2010
;;80544;1;23;1992
;;;2;29;1985
;;;1;9;2006
;;;1;9;2006
;;;1;2;2013
;;32000;1;26;1989
;;;1;5;2010
;;80644;1;57;1957
;;;2;49;1966
;;25774;2;26;1989
;;32000;2;21;1994
;;98;2;29;1985
;;;2;11;2004
;;;1;8;2007
;;;1;77;1938
;;;2;57;1958
;;85000;1;28;1987
;;;2;47;1968
;;98;1;36;1979
;;;1;6;2009
;;;2;55;1960
;;98;1;53;1962
;;800000;1;70;1945
;;98;1;32;1983
;;80544;1;42;1973
;;;2;35;1980
;;;1;1;2014
;;25774;2;41;1973
;;;1;57;1957
;;80500;1;32;1983
;;;2;31;1984
;;;1;11;2004
;;;2;3;2012
;;;2;42;1973
;;25774;1;40;1975
;;25774;1;24;1991
;;;1;10;2005
;;;1;60;1955
;;;2;50;1965
;;;2;75;1940
;;80500;1;68;1947
;;;2;41;1974
;;40000;1;50;1965
;;;2;19;1996
;;;2;10;2005
;;65000;1;36;1979
;;40000;2;29;1986
;;;2;11;2004
;;25774;1;54;1961
;;38700;1;31;1984
;;;2;29;1986
;;;1;10;2005
;;;1;1;2014
;;;2;49;1966
;;;1;23;1992
;;32000;1;45;1970
;;;1;16;1999
;;25774;2;43;1972
;;;1;8;2007
;;80500;1;53;1962
;;;2;37;1978
;;;2;12;2003
;;63200;2;54;1961
;;;1;25;1990
;;;1;24;1991
;;84450;1;33;1982
;;240000;1;71;1944
;;80500;2;66;1949
;;;1;55;1960
;;25774;1;34;1981
;;30000;1;19;1996
;;32000;2;27;1988
;;213000;2;80;1935
;;40000;2;39;1976
;;;2;15;1999
;;80000;1;29;1985
;;;2;26;1989
;;;1;40;1975
;;;2;40;1975
;;;2;15;2000
;;;1;13;2002
;;15000;2;57;1958
;;15000;2;19;1996
;;;1;27;1988
;;;1;35;1980
;;;2;29;1986
;;;2;1;2014
;;80544;1;34;1981
;;;2;35;1980
;;;2;14;2001
;;;2;7;2008
;;;1;4;2011
;;;2;45;1970
;;;1;19;1996
;;;1;18;1997
;;;1;7;2008
;;25774;2;49;1966
;;40000;2;21;1994
;;;1;20;1995
;;;1;52;
;;;2;44;1971
;;35800;1;21;1994
;;25774;1;20;1995
;;;1;48;1966
;;36000;1;42;1973
;;30000;2;38;1977
;;;2;2;2013
;;;1;25;1989
;;25774;2;19;1996
;;;2;3;2012
;;;2;63;1952
;;56000;1;73;1942
;;140000;2;35;1980
;;;1;30;1985
;;;1;53;1962
;;;2;27;1988
;;;1;32;1983
;;;1;2;2013
;;87000;1;57;1958
;;;1;62;1953
;;;1;23;1992
;;87000;2;22;1993
;;80544;1;38;1977
;;;2;31;1984
;;;1;12;2003
;;;2;6;2009
;;;2;36;1979
;;;1;38;1977
;;;1;8;2007
;;80544;2;51;1964
;;28000;2;29;1986
;;;2;16;1999
;;32000;1;28;1987
;;25774;2;27;1988
;;;1;32;1983
;;;1;10;2005
;;25774;1;46;1969
;;80000;1;43;1972
;;80000;2;32;1983
;;;2;1;2014
;;38000;1;57;1958
;;;2;53;1962
;;39000;2;24;1991
;;38000;1;22;1993
;;;1;1;2013
;;60000;1;41;1974
;;35000;2;43;1972
;;;1;19;1996
;;;1;13;2001
;;;2;32;1983
;;;1;34;1981
;;;1;16;1999
;;;1;14;2001
;;;2;10;2005
;;;1;7;2008
;;75000;2;84;1931
;;60000;2;51;1964
;;40000;1;30;1985
;;35000;2;21;1993
;;;1;16;1999
;;;1;79;1936
;;200000;1;65;1950
;;;2;61;1954
;;50000;2;22;1992
;;58800;1;27;1988
;;25774;2;25;1990
;;;1;4;2011
;;;2;69;1946
;;25774;1;83;1932
;;;2;71;1944
;;25774;1;29;1986
;;;2;31;1984
;;;2;13;2002
;;;2;10;2005
;;;2;57;1958
;;;1;56;1959
;;35160;1;32;1983
;;;2;36;1979
;;95774;1;57;1958
;;;2;11;2004
;;;1;11;2004
;;25774;1;23;1992
;;98;2;33;1982
;;35000;1;34;1981
;;;2;5;2010
;;;1;39;1976
;;34000;2;33;1982
;;;1;17;1997
;;;1;14;2001
;;;1;13;2002
;;;2;6;2009
;;25774;1;56;1959
;;;2;56;1959
;;98;1;29;1986
;;25774;1;33;1982
;;;2;14;2001
;;;2;37;1978
;;;1;13;2002
;;;2;19;1996
;;28000;1;21;1994
;;34134;1;26;1989
;;;2;19;1996
;;;2;1;2014
;;;1;45;1970
;;25774;2;46;1969
;;;2;51;1964
;;;1;33;1982
;;;1;26;1989
;;;1;48;1967
;;;1;37;1978
;;;2;30;1985
;;;1;12;2003
;;;1;10;2005
;;;2;8;2007
;;80544;1;43;1972
;;;2;33;1982
;;;1;13;2002
;;80544;2;49;1966
;;55828;2;27;1988
;;;2;2;2013
;;;2;68;1946
;;;2;26;1989
;;80544;1;33;1981
;;;1;10;2005
;;;2;8;2007
;;;1;6;2009
;;;2;19;1996
;;;1;76;1939
;;;2;69;1946
;;34000;1;43;1972
;;25774;2;32;1983
;;;2;14;2001
;;;2;2;2012
;;53000;1;76;1939
;;;1;34;1981
;;;2;22;1993
;;;1;3;2012
;;;1;62;1953
;;;1;70;1945
;;;2;37;1978
;;98;1;44;1971
;;48000;1;18;1997
;;;1;16;1999
;;;1;6;2009
;;25774;2;51;1963
;;;2;20;1995
;;38000;2;25;1990
;;;2;5;2010
;;;1;55;1960
;;;2;39;1976
;;;2;7;2008
;;110000;1;52;1963
;;;2;48;1967
;;;1;21;1994
;;;1;14;2001
;;30000;1;47;1968
;;33480;2;44;1971
;;56000;1;25;1990
;;;1;20;1995
;;;2;18;1997
;;;2;2;2013
;;34000;2;38;1977
;;;2;8;2007
;;;2;19;1995
;;;2;5;2010
;;;2;60;1955
;;79000;2;57;1958
;;25774;2;31;1984
;;;2;37;1978
;;;2;15;2000
;;25774;2;35;1980
;;;2;16;1999
;;;1;15;2000
;;;2;13;2002
;;;1;11;2004
;;;1;8;2007
;;;1;7;2008
;;;2;57;1958
;;;2;39;1975
;;25774;1;37;1978
;;;2;19;1995
;;;1;11;2004
;;;1;9;2006
;;;1;33;1982
;;;2;23;1992
;;;1;5;2010
;;;1;3;2011
;;72000;1;53;1962
;;;2;51;1964
;;40000;2;21;1993
;;45000;1;55;1960
;;;2;56;1959
;;;1;36;1979
;;80544;2;34;1981
;;;2;2;2013
;;;1;44;1971
;;;2;56;1959
;;;2;71;1944
;;;2;52;1963
;;;1;42;1973
;;;1;12;2003
;;;1;46;1968
;;;2;42;1973
;;80544;2;24;1991
;;;2;22;1992
;;;1;5;2010
;;77322;2;55;1960
;;;1;40;1975
;;;1;18;1997
;;25774;2;53;1962
;;28000;2;28;1987
;;;2;10;2005
;;;2;7;2008
;;;2;62;1953
;;;1;61;1954
;;;2;29;1986
;;;1;33;1982
;;;2;6;2009
;;83000;1;65;1950
;;25774;1;46;1969
;;;2;46;1969
;;;1;24;1991
;;25774;1;22;1993
;;;1;7;2008
;;80543;2;55;1959
;;;1;59;1956
;;62400;1;29;1986
;;25774;1;33;1982
;;;2;13;2002
;;;2;9;2006
;;25774;2;36;1979
;;;1;11;2004
;;;2;3;2012
;;33000;1;40;1975
;;;1;13;2002
;;;1;11;2003
;;;1;49;1966
;;;2;39;1976
;;;1;18;1997
;;;2;73;1942
;;;1;62;1952
;;;2;62;1953
;;;2;43;1972
;;;2;17;1998
;;;2;12;2003
;;;1;36;1979
;;;2;34;1981
;;;2;6;2009
;;25774;2;28;1987
;;;1;6;2009
;;;1;4;2010
;;;1;34;1981
