COUNTY;STATE;AporteMensual;Genero;Edad;FechaNacimiento
;;25774;2;50;1965
;;25774;1;37;1978
;;;2;30;1985
;;;1;0;2015
;;;1;41;1974
;;25774;2;35;1979
;;;1;18;1997
;;;1;15;2000
;;;1;44;1971
;;;2;36;1979
;;;1;10;2005
;;;2;20;1995
;;;1;22;1993
;;;1;62;1953
;;25774;2;47;1967
;;25774;2;25;1990
;;;2;5;2010
;;;2;1;2014
;;;2;15;2000
;;;1;14;2001
;;;2;64;1951
;;;2;66;1949
;;25774;2;27;1987
;;80544;2;46;1969
;;25774;1;48;1967
;;25774;1;26;1989
;;25774;2;24;1991
;;300000;1;73;1942
;;540000;2;69;1945
;;68000;2;37;1978
;;;1;13;2002
;;25774;1;29;1986
;;;2;28;1987
;;;1;56;1959
;;;2;49;1966
;;80544;1;34;1980
;;;2;30;1985
;;;2;11;2004
;;;1;7;2008
;;;2;46;1969
;;;2;21;1994
;;;2;19;1996
;;;2;63;1952
;;;1;54;1961
;;60000;2;31;1984
;;;1;12;2003
;;200000;1;52;1963
;;;2;31;1984
;;;1;10;2005
;;;1;5;2010
;;32000;2;74;1940
;;31200;2;44;1971
;;;1;11;2003
;;;2;82;1932
;;96000;1;52;1963
;;80544;2;70;1945
;;29200;2;51;1964
;;25774;1;50;1965
;;25774;1;42;1973
;;;2;54;1961
;;25774;1;22;1993
;;;1;17;1997
;;;2;52;1963
;;;1;75;1940
;;77322;2;43;1972
;;25774;1;48;1967
;;;2;20;1994
;;;2;16;1999
;;;2;22;1993
;;;1;70;1945
;;25774;2;65;1950
;;;2;43;1972
;;80544;2;39;1976
;;;1;54;1960
;;;2;53;1962
;;;2;20;1995
;;;2;15;2000
;;80000;2;50;1965
;;;2;18;1997
;;;2;30;1985
;;;2;8;2007
;;32600;2;31;1984
;;;1;6;2008
;;25774;2;29;1986
;;;1;34;1981
;;;2;2;2013
;;;2;44;1971
;;;1;44;1971
;;;2;26;1989
;;;1;5;2010
;;;1;34;1981
;;;2;29;1986
;;;2;9;2006
;;98;2;50;1965
;;;1;21;1994
;;;1;2;2013
;;;1;20;1995
;;;1;60;1955
;;;2;53;1962
;;;1;22;1993
;;;1;17;1998
;;98;2;57;1958
;;;1;60;1955
;;;1;32;1983
;;;2;27;1988
;;98;2;70;1945
;;98;2;29;1986
;;;1;3;2012
;;;2;91;1924
;;98;1;61;1954
;;;2;58;1957
;;;1;13;2002
;;98;1;34;1981
;;98;1;54;1961
;;;2;46;1969
;;;1;24;1991
;;;2;79;1936
;;;1;22;1993
;;;1;26;1988
;;;1;50;1965
;;26000;2;49;1966
;;;1;23;1992
;;26000;2;21;1994
;;;1;10;2005
;;;1;40;1974
;;;2;45;1970
;;;1;15;2000
;;;2;51;1964
;;;2;31;1984
;;;1;32;1983
;;;1;15;2000
;;;2;13;2002
;;;2;8;2007
;;98;2;55;1960
;;;2;16;1999
;;;2;19;1996
;;98;2;46;1969
;;;1;16;1999
;;;1;51;1964
;;98;2;51;1963
;;;1;48;1967
;;;2;54;1961
;;;1;17;1998
;;;1;14;2000
;;;1;13;2002
;;;2;81;1934
;;86000;1;53;1962
;;98;1;27;1988
;;80500;1;70;1945
;;;2;56;1959
;;25000;1;24;1991
;;82000;2;47;1968
;;;2;11;2004
;;;1;76;1939
;;;2;77;1938
;;;2;79;1936
;;;2;57;1957
;;;2;52;1963
;;;1;23;1992
;;98;1;32;1983
;;;2;29;1986
;;;1;0;2015
;;98;1;63;1952
;;;2;61;1954
;;98;1;54;1960
;;;2;51;1964
;;;1;32;1983
;;;1;25;1989
;;;2;54;1961
;;;2;29;1986
;;;1;36;1979
;;;2;8;2007
;;;2;46;1969
;;;1;16;1998
;;;2;56;1959
;;;2;15;2000
;;;2;52;1963
;;;2;52;1963
;;;2;24;1991
;;11500;1;27;1988
;;98;2;24;1991
;;;2;0;2015
;;;2;18;1996
;;;1;2;2013
;;;2;28;1987
;;;1;32;1983
;;50000;1;48;1967
;;;2;46;1968
;;;1;16;1999
;;25800;2;27;1988
;;;1;2;2012
;;;2;33;1982
;;;1;33;1982
;;;1;21;1994
;;;1;19;1996
;;98;1;24;1991
;;61000;1;51;1963
;;;2;42;1973
;;;2;17;1998
;;;1;2;2013
;;60000;2;22;1993
;;;1;1;2013
;;;1;63;1952
;;;2;59;1956
;;80000;1;29;1986
;;;1;69;1946
;;;2;77;1938
;;;1;27;1988
;;;2;26;1989
;;;2;3;2012
;;;1;75;1940
;;;2;61;1954
;;98;2;21;1994
;;78000;1;65;1950
;;;2;49;1966
;;;2;11;2004
;;;2;34;1981
;;;1;6;2008
;;;2;80;1935
;;98;1;70;1945
;;;2;33;1982
;;;1;13;2002
;;;1;10;2005
;;;2;28;1987
;;;2;8;2007
;;;2;6;2008
;;;1;21;1994
;;;2;26;1988
;;;2;4;2011
;;;1;60;1955
;;;2;55;1960
;;;1;38;1977
;;;2;34;1981
;;;1;18;1997
;;;2;14;2001
;;;2;10;2005
;;;1;16;1999
;;;2;15;2000
;;;1;57;1957
;;33000;2;49;1966
;;;2;16;1999
;;98;1;62;1953
;;98;2;55;1960
;;;2;21;1994
;;;1;65;1950
;;;2;61;1954
;;;1;34;1980
;;;1;60;1955
;;;2;63;1952
;;;1;33;1982
;;;1;27;1988
;;;2;42;1973
;;;2;20;1995
;;;1;1;2013
;;25400;1;36;1978
;;;2;33;1982
;;;2;14;2001
;;;2;7;2008
;;;1;27;1988
;;;2;21;1994
;;;1;2;2013
;;;2;62;1953
;;;2;22;1992
;;;2;51;1964
;;180000;1;28;1987
;;;1;21;1994
;;;2;49;1966
;;;1;18;1996
;;;1;13;2002
;;;1;32;1983
;;;2;38;1977
;;;1;54;1960
;;;2;40;1975
;;;2;11;2004
;;98;2;20;1994
;;98;1;38;1977
;;31000;2;30;1984
;;;2;2;2013
;;;2;20;1995
;;;2;18;1997
;;;2;40;1975
;;;2;20;1995
;;;2;17;1998
;;;2;1;2014
;;;1;48;
;;;2;43;1972
;;;1;21;1993
;;;2;20;1995
;;34000;1;49;1966
;;;2;46;1969
;;;1;19;1996
;;;2;39;1976
;;;2;16;1999
;;;2;6;2009
;;;2;3;2012
;;36000;1;27;1988
;;;2;38;1977
;;;1;18;1997
;;;1;14;2001
;;;2;38;1977
;;;2;15;1999
;;;2;13;2002
;;58000;2;41;1974
;;;2;22;1993
;;;1;18;1997
;;;1;12;2003
;;;2;46;1969
;;;2;16;1999
;;;2;3;2011
;;82000;1;61;1954
;;;2;52;1962
;;;1;17;1998
;;;1;59;1956
;;;2;55;1960
;;;2;36;1979
;;85000;2;29;1986
;;;1;30;1985
;;;1;1;2014
;;98;1;63;1952
;;;2;61;1954
;;;1;20;1994
;;;2;24;1991
;;;2;1;2014
;;35000;1;30;1985
;;;2;35;1980
;;;1;17;1998
;;;1;33;1982
;;24000;2;35;1979
;;;1;16;1999
;;;1;6;2009
;;;2;50;1965
;;32000;2;24;1991
;;;2;52;1962
;;;1;26;1989
;;69000;1;35;1980
;;;2;33;1981
;;;1;10;2005
;;68000;2;45;1969
;;;2;13;2002
;;;2;26;1989
;;;1;21;1994
;;;2;52;1962
;;;2;20;1995
;;;2;27;1988
;;98;1;24;1991
;;;1;4;2011
;;;2;84;1931
;;;1;83;1932
;;;2;66;1949
;;;2;7;2008
;;;1;36;1979
;;;2;35;1980
;;;2;15;1999
;;;1;4;2011
;;;2;32;1983
;;;1;0;2015
;;;1;30;1985
;;;2;50;1965
;;98;1;53;1962
;;;2;51;1964
;;;2;15;2000
;;32000;1;54;1961
;;;1;30;1985
;;;2;26;1989
;;;2;7;2008
;;;2;4;2011
;;;1;19;1995
;;98;1;44;1971
;;98;2;44;1971
;;;2;6;2009
;;;2;48;1967
;;98;2;24;1991
;;;2;9;2006
;;;2;7;2008
;;;1;3;2012
;;120000;1;64;1950
;;27400;2;53;1962
;;;2;17;1998
;;77300;2;87;1928
;;48000;1;52;1963
;;;2;49;1966
;;40000;1;27;1988
;;;1;20;1995
;;;1;31;1984
;;;2;26;1988
;;;2;8;2007
;;;2;3;2012
;;250000;1;87;1928
;;;2;83;1932
;;;2;64;1951
;;;2;73;1942
;;;1;38;1977
;;;1;35;1979
;;;2;51;1964
;;;2;20;1995
;;;2;18;1997
;;;2;16;1999
;;;2;13;2002
;;;1;8;2007
;;;1;4;2011
;;98;1;20;1995
;;;2;19;1996
;;;2;4;2011
;;;1;2;2013
;;;2;36;1979
;;;2;21;1994
;;;2;26;1989
;;;2;0;2015
;;41000;1;28;1987
;;26000;1;44;1971
;;26000;2;34;1981
;;;1;13;2002
;;30000;1;36;1979
;;;2;30;1985
;;;1;12;2003
;;;2;33;1982
;;;2;31;1984
;;;1;0;2014
;;;2;56;1959
;;;1;60;1954
;;;1;15;2000
;;;2;12;2003
;;98;1;56;1958
;;98;2;54;1961
;;;2;13;2002
;;;1;4;2011
;;;2;4;2011
;;98;1;86;1929
;;78000;1;78;1936
;;;2;77;1938
;;26000;2;55;1960
;;;1;28;1987
;;;1;38;1977
;;;2;34;1981
;;;2;10;2005
;;;2;8;2007
;;80500;2;64;1951
;;80500;1;49;1966
;;;1;53;1962
;;80544;2;52;1962
;;;2;21;1994
;;98;1;55;1960
;;;2;45;1970
;;98;1;27;1988
;;;2;17;1998
;;;1;50;1965
;;;2;47;1968
;;;2;24;1991
;;;1;24;1991
;;;2;7;2008
;;;1;2;2013
;;;1;86;1929
;;80544;2;59;1956
;;28480;1;25;1990
;;26974;2;32;1983
;;;1;48;1967
;;;1;9;2005
;;;2;44;1971
;;;2;20;1995
;;;2;17;1998
;;;1;14;2000
;;;1;36;1978
;;;2;29;1986
;;;2;10;2005
;;;1;3;2012
;;;1;46;1969
;;;2;31;1984
;;;2;9;2006
;;;2;5;2010
;;;1;53;1962
;;;2;44;1971
;;;1;18;1997
;;;2;16;1999
;;;2;54;1960
;;;2;31;1983
;;32000;1;25;1990
;;;2;1;2014
;;30000;1;38;1976
;;;2;43;1972
;;;2;18;1997
;;;1;9;2005
;;;2;21;1994
;;;1;49;1966
;;;2;39;1976
;;;2;22;1993
;;;2;0;2015
;;;1;10;2005
;;30000;2;19;1996
;;25800;2;19;1996
;;;2;27;1987
;;88000;1;33;1982
;;;2;8;2007
;;;1;1;2013
;;;2;59;1956
;;;1;24;1991
;;;1;18;1997
;;;2;22;1993
;;28000;1;28;1987
;;;2;3;2012
;;;2;2;2013
;;;1;83;1932
;;;1;23;1992
;;;2;22;1993
;;;1;49;1965
;;;1;7;2008
;;;1;5;2010
;;;2;80;1935
;;;1;35;1980
;;25744;2;24;1991
;;;2;14;2001
;;81000;1;57;1958
;;79000;2;63;1952
;;;2;19;1996
;;;1;39;1976
;;83000;2;53;1962
;;;1;45;1970
;;62000;2;41;1974
;;;1;19;1996
;;36000;1;38;1976
;;;2;35;1980
;;;2;10;2005
;;;1;0;2015
;;;1;66;1949
;;;2;58;1957
;;;1;32;1983
;;;1;26;1989
;;;1;56;1958
;;;2;47;1968
;;24000;2;27;1988
;;31600;1;28;1986
;;;2;79;1936
;;28000;1;20;1995
;;;1;52;1963
;;;2;50;1965
;;;1;26;1989
;;29000;1;22;1993
;;;2;29;1986
;;;1;30;1984
;;;1;3;2012
;;;1;78;1936
;;;2;74;1941
;;39000;2;38;1976
;;;2;20;1995
;;25800;2;19;1996
;;39000;1;16;1999
;;;2;4;2011
;;80500;2;58;1956
;;;1;22;1993
;;;1;20;1995
;;31200;2;29;1986
;;;1;55;1960
;;77300;2;42;1972
;;;1;16;1999
;;;1;6;2009
;;;1;34;1981
;;;2;33;1982
;;;1;6;2009
;;;1;3;2012
;;25800;1;29;1986
;;;2;19;1996
;;;1;10;2005
;;;1;8;2007
;;;1;3;2012
;;;1;1;2014
;;;2;56;1959
;;;1;34;1980
;;25800;2;23;1992
;;;1;43;1972
;;;2;38;1977
;;;2;17;1997
;;;1;14;2001
;;;2;6;2009
;;;1;45;1970
;;;2;36;1979
;;;2;5;2010
;;;1;0;2015
;;32000;1;25;1990
;;;2;20;1995
;;;2;2;2013
;;;1;58;1957
;;25700;2;47;1968
;;;1;46;1968
;;25700;2;34;1981
;;;1;14;2000
;;;2;13;2002
;;;2;11;2004
;;240000;2;69;1946
;;;1;72;1942
;;;2;20;1995
;;;1;64;1951
;;125000;2;58;1957
;;60000;1;36;1979
;;129000;1;63;1952
;;150000;2;26;1989
;;;1;46;1969
;;25774;2;40;1975
;;80600;1;33;1982
;;25774;2;55;1960
;;;2;34;1981
;;25774;1;27;1988
;;;1;1;2014
;;60000;1;43;1972
;;;2;35;1980
;;;2;2;2013
;;;1;37;1978
;;;1;24;1991
;;;1;46;1969
;;25800;2;48;1967
;;;2;18;1997
;;;1;14;2001
;;;1;36;1979
;;;1;45;1970
;;;2;43;1972
;;;1;13;2002
;;80500;1;45;1970
;;80500;2;42;1973
;;;2;21;1994
;;;2;17;1998
;;;1;12;2003
;;25774;1;35;1980
;;;2;28;1986
;;;2;11;2004
;;;2;5;2009
;;;2;4;2011
;;;1;2;2013
;;;2;35;1980
;;;1;49;1966
;;;1;21;1994
;;;1;16;1999
;;;1;14;2001
;;;2;3;2012
;;98;1;63;1952
;;;2;61;1954
;;81000;1;35;1980
;;98;1;30;1985
;;;2;35;1980
;;;2;19;1996
;;;2;0;2015
;;;2;17;1998
;;;2;15;2000
;;98;2;78;1937
;;98;1;80;1935
;;98;1;41;1974
;;90000;1;28;1987
;;98;1;41;1974
;;98;1;33;1982
;;;2;26;1989
;;98;1;38;1976
;;;2;38;1977
;;;1;16;1999
;;;2;10;2005
;;;1;8;2007
;;;1;58;1957
;;;2;59;1956
;;;1;40;1975
;;;2;27;1987
;;;2;34;1981
;;;2;13;2001
;;;1;11;2004
;;;1;6;2008
;;;2;4;2011
;;;2;0;2015
;;;2;76;1938
;;;1;42;1973
;;;2;32;1982
;;;1;8;2006
;;;1;5;2010
;;98;1;31;1984
;;;1;38;1977
;;;2;29;1986
;;;2;17;1998
;;;2;13;2001
;;;2;11;2004
;;;2;11;2004
;;;1;10;2005
;;;2;9;2006
;;98;1;47;1967
;;;2;47;1968
;;;1;29;1986
;;;2;13;2002
;;98;1;41;1973
;;;2;38;1977
;;;1;19;1996
;;;2;13;2002
;;;1;4;2011
;;;1;37;1978
;;;2;33;1982
;;;1;10;2004
;;;1;7;2008
;;;1;43;1972
;;;2;34;1980
;;;1;20;1995
;;;2;18;1997
;;;2;10;2005
;;;2;4;2010
;;;1;23;1992
;;;2;20;1995
;;;2;2;2013
;;;1;47;1968
;;48000;2;46;1969
;;;2;17;1998
;;80500;2;68;1947
;;;2;64;1951
;;;2;22;1993
;;;1;39;1976
;;;2;25;1990
;;;2;6;2008
;;;1;66;1949
;;;2;35;1980
;;;1;20;1995
;;;1;19;1996
;;;2;17;1998
;;;1;13;2002
;;99;1;49;1966
;;;2;40;1975
;;;1;24;1991
;;;1;21;1994
;;;1;19;1996
;;82000;2;52;1963
;;;1;65;1949
;;;1;54;1961
;;;2;53;1962
;;;1;28;1987
;;;1;22;1993
;;;2;20;1994
;;;2;19;1996
;;82000;1;52;1962
;;;2;53;1962
;;98;1;23;1992
;;30000;1;26;1989
;;;2;31;1984
;;;2;6;2008
;;;1;58;1957
;;80550;2;53;1962
;;;2;23;1992
;;230000;2;78;1936
;;98;2;57;1958
;;98;1;37;1977
;;90000;1;33;1982
;;;2;17;1998
;;98;1;53;1962
;;98;1;50;1964
;;;1;28;1987
;;;1;24;1991
;;;1;63;1952
;;;2;63;1952
;;;1;24;1991
;;;2;75;1940
;;;2;84;1931
;;;1;44;1971
;;;1;85;1930
;;89000;2;68;1947
;;85000;1;41;1973
;;;1;32;1983
;;89000;2;24;1991
;;;1;21;1994
;;;1;16;1999
;;;1;67;1948
;;300600;2;59;1956
;;80500;1;48;1967
;;;2;46;1969
;;80500;1;25;1990
;;;1;16;1999
;;;1;16;1999
;;;2;12;2003
;;25774;1;25;1990
;;;2;20;1994
;;;1;1;2014
;;;1;20;1995
;;;2;34;1981
;;;2;11;2003
;;;2;6;2009
;;25774;1;31;1984
;;;2;11;2004
;;;2;67;1948
;;;2;74;1941
;;;1;50;1965
;;74000;2;36;1979
;;;2;16;1999
;;;1;13;2001
;;;1;56;1959
;;;2;46;1969
;;;2;16;1999
;;;2;12;2003
;;;2;7;2008
;;;1;58;1957
;;191900;2;55;1959
;;;1;20;1994
;;;1;19;1996
;;;1;15;1999
;;70000;1;33;1982
;;65000;2;31;1984
;;;1;4;2011
;;;2;2;2012
;;;2;65;1950
;;;1;22;1993
;;;2;20;1994
;;;1;6;2009
;;;2;3;2012
;;;1;0;2015
;;90000;1;24;1991
;;25775;2;24;1991
;;;1;35;1980
;;;2;31;1984
;;;1;14;2001
;;;1;12;2003
;;;1;4;2011
;;;1;44;1971
;;;2;51;1964
;;40000;1;31;1984
;;;2;25;1990
;;;1;7;2008
;;;2;1;2014
;;;1;29;1985
;;79000;2;33;1982
;;;2;9;2005
;;;2;28;1987
;;;1;12;2003
;;;1;6;2009
;;;1;44;1971
;;;2;37;1978
;;;1;17;1998
;;;1;16;1998
;;;2;14;2001
;;;2;12;2003
;;;1;7;2007
;;;1;5;2009
;;25774;1;29;1986
;;;2;26;1989
;;;2;4;2011
;;;1;2;2013
;;;2;46;1969
;;;2;20;1995
;;;2;27;1988
;;;1;69;1945
;;;2;62;1953
;;;2;9;2006
;;25774;1;51;1964
;;80400;2;44;1971
;;78000;1;38;1977
;;;2;36;1979
;;;2;18;1997
;;;1;9;2005
;;;2;7;2008
;;135800;2;63;1952
;;80000;2;28;1987
;;;1;7;2008
;;77322;2;65;1949
;;25774;1;20;1994
;;;2;19;1996
;;;1;68;1946
;;;2;57;1958
;;;2;28;1987
;;460000;1;69;1945
;;;2;85;1930
;;;1;70;1945
;;;1;76;1939
;;60000;2;42;1973
;;60000;1;20;1995
;;30000;1;14;2001
;;30000;1;12;2002
;;;1;50;1965
;;;2;46;1969
;;50000;1;24;1991
;;;1;20;1995
;;;1;14;2001
;;73000;2;33;1982
;;;1;6;2009
;;;1;30;1985
;;25000;2;35;1980
;;;1;2;2013
;;;2;64;1951
;;;2;40;1975
;;;2;19;1995
;;;1;8;2007
;;60000;1;33;1982
;;;2;25;1990
;;;1;0;2015
;;60000;1;49;1966
;;;1;75;1940
;;;2;73;1942
;;;2;40;1975
;;;2;17;1998
;;;1;15;2000
;;;1;7;2008
;;25000;1;19;1996
;;;2;23;1992
;;;1;3;2012
;;;1;66;1949
;;;1;47;1968
;;;2;36;1979
;;;1;15;2000
;;;1;13;2001
;;;2;4;2011
;;;1;34;1981
;;75000;2;72;1943
;;;2;45;1970
;;;2;15;2000
;;;1;11;2004
;;;1;52;1963
;;25000;1;32;1982
;;26000;2;25;1989
;;;2;39;1975
;;;1;20;1995
;;;2;18;1997
;;;2;12;2003
;;;1;10;2005
;;;2;6;2009
;;;2;57;1958
;;;1;20;1995
;;;1;15;2000
;;80000;1;33;1982
;;;2;27;1988
;;;2;6;2009
;;;2;1;2014
;;;2;17;1998
;;;1;1;2014
;;;2;21;1994
;;;1;8;2007
;;;2;46;1969
;;;2;19;1996
;;;1;0;2015
;;;2;17;1998
;;;2;15;2000
;;;1;12;2003
;;;2;8;2007
;;;1;65;1950
;;;2;67;1948
;;;2;27;1988
;;;1;41;1974
;;;1;56;1959
;;;2;46;1968
;;;2;3;2012
;;;1;89;1926
;;;2;70;1945
;;;1;47;1967
;;;1;50;1965
;;;1;77;1938
;;;1;55;1959
;;;2;50;1965
;;;1;15;2000
;;;1;9;2006
;;;1;5;2010
;;24500;1;43;1972
;;;2;52;1963
;;97000;1;25;1990
;;;2;29;1986
;;;2;52;1962
;;;2;18;1997
;;;2;93;1922
;;;1;49;1966
;;67000;2;42;1973
;;;2;6;2009
;;;2;17;1998
;;;2;16;1999
;;;2;13;2002
;;99;1;61;1954
;;70000;2;50;1965
;;61400;2;24;1991
;;;1;21;1994
;;;1;15;2000
;;32000;1;44;1971
;;;2;40;1975
;;;1;16;1999
;;;1;75;1939
;;;2;43;1972
;;;2;13;2002
;;48000;1;31;1984
;;36000;2;31;1984
;;;2;13;2002
;;;1;51;1964
;;;2;50;1965
;;56000;2;27;1988
;;;1;20;1995
;;;2;81;1934
;;;1;49;1966
;;;2;34;1981
;;;1;18;1997
;;;2;9;2006
;;;1;7;2008
;;81000;1;47;1968
;;;2;54;1961
;;24500;2;24;1991
;;;1;35;1980
;;;1;3;2012
;;83500;2;84;1931
;;;1;47;1967
;;;2;49;1965
;;24500;1;21;1994
;;;1;15;2000
;;56000;1;53;1962
;;;2;46;1968
;;24500;1;22;1993
;;;1;9;2006
;;;2;73;1942
;;78000;2;46;1969
;;62000;1;65;1950
;;;2;73;1942
;;;1;26;1989
;;96700;1;38;1976
;;;2;38;1977
;;;2;16;1999
;;;1;4;2011
;;;1;64;1950
;;;1;70;1945
;;;1;32;1983
;;40000;1;30;1985
;;25774;2;30;1985
;;211900;1;86;1929
;;;1;44;1971
;;80400;2;36;1978
;;;2;14;2001
;;;1;65;1950
;;;2;21;1994
;;80500;2;62;1953
;;77322;2;67;1948
;;77322;1;61;1954
;;;2;55;1960
;;25700;1;23;1992
;;;1;51;1964
;;80500;2;45;1970
;;;2;15;2000
;;;2;13;2002
;;;2;6;2009
;;;2;52;1962
;;25700;2;37;1978
;;;2;15;2000
;;;1;62;1953
;;;2;60;1955
;;25700;1;25;1990
;;;2;73;1941
;;;2;47;1968
;;26000;1;47;1968
;;;2;62;1953
;;;1;18;1996
;;80500;1;52;1963
;;;1;41;1974
;;;1;41;1974
;;26000;2;30;1984
;;;2;11;2004
;;;2;42;1973
;;;1;4;2011
;;;1;37;1978
;;77000;2;71;1943
;;30000;2;35;1980
;;32000;1;45;1969
;;;1;5;2010
;;80500;1;31;1984
;;;2;25;1990
;;;1;1;2014
;;25350;1;28;1987
;;25350;2;26;1988
;;;2;4;2011
;;;1;2;2013
;;;1;44;1970
;;80500;1;41;1974
;;80500;2;39;1976
;;;2;7;2008
;;;2;67;1948
;;;1;80;1935
;;;2;63;1952
;;;1;33;1982
;;;2;36;1979
;;;1;15;2000
;;;2;52;1963
;;30000;1;23;1992
;;;1;35;1980
;;;2;33;1982
;;;1;8;2007
;;25774;2;47;1967
;;;2;25;1990
;;;1;3;2012
;;;1;66;1949
;;;2;60;1955
;;25774;2;24;1991
;;;1;19;1996
;;;1;75;1940
;;;2;48;1967
;;;2;76;1939
;;;1;18;1997
;;80000;1;43;1972
;;;1;56;1959
;;;2;52;1963
;;;1;93;1921
;;77500;2;51;1964
;;25774;2;30;1984
;;;1;5;2010
;;;2;33;1982
;;;2;12;2002
;;;2;3;2011
;;85000;1;39;1976
;;;2;39;1976
;;;1;17;1998
;;;1;15;2000
;;77322;1;82;1933
;;77322;2;73;1941
;;48000;2;40;1975
;;;2;21;1994
;;;1;84;1930
;;;2;67;1948
;;25774;1;45;1970
;;25774;1;39;1976
;;56000;2;47;1968
;;;1;23;1992
;;;2;12;2003
;;;2;62;1953
;;38000;1;27;1988
;;25774;2;26;1989
;;80544;1;44;1971
;;40000;2;41;1974
;;;1;19;1996
;;;2;53;1962
;;;1;19;1995
;;;2;73;1942
;;;1;10;2005
;;;2;41;1974
;;;1;16;1999
;;;2;15;2000
;;;2;44;1971
;;;1;8;2006
;;;1;5;2010
;;56000;2;23;1992
;;74000;2;66;1949
;;;1;69;1946
;;26000;2;33;1982
;;;1;38;1977
;;;2;10;2005
;;;2;7;2007
;;;2;27;1988
;;26000;1;34;1981
;;;2;11;2004
;;;2;7;2008
;;;2;5;2010
;;;1;4;2011
;;;1;4;2011
;;;2;34;1980
;;;1;12;2003
;;173000;1;36;1979
;;216000;2;32;1982
;;;1;4;2011
;;;2;37;1978
;;108000;2;30;1985
;;;1;37;1978
;;84000;2;60;1955
;;48000;1;32;1983
;;98;1;27;1988
;;120000;1;57;1958
;;;2;58;1957
;;98;1;72;1943
;;;2;58;1957
;;;1;19;1996
;;;1;28;1987
;;;2;28;1987
;;;2;6;2009
;;;2;4;2011
;;;2;24;1991
;;;1;0;2015
;;;2;59;1956
;;;1;33;1982
;;;2;25;1990
;;;1;3;2012
;;60000;1;42;1972
;;48000;2;36;1979
;;;1;7;2008
;;;1;7;2008
;;84000;1;47;1968
;;26000;2;45;1970
;;;1;17;1998
;;26000;1;22;1992
;;;2;23;1992
;;;1;2;2013
;;;2;0;2015
;;98;1;51;1963
;;;2;47;1967
;;;1;16;1999
;;;2;9;2006
;;;2;5;2010
;;;2;28;1987
;;26000;1;33;1982
;;;2;47;1968
;;98;1;39;1976
;;;2;35;1980
;;;1;18;1997
;;;1;12;2003
;;;2;30;1985
;;36000;1;34;1981
;;;1;9;2006
;;;1;3;2012
;;;2;38;
;;84000;2;71;1944
;;;1;57;1958
;;;2;57;
;;98;1;52;
;;;2;72;1943
;;;1;70;
;;;2;47;1968
;;;1;24;1991
;;;1;24;1991
;;;2;22;1993
;;;1;2;2013
;;;2;29;1986
;;;1;29;1986
;;;2;10;2005
;;;1;7;2008
;;98;1;53;1962
;;;2;52;1963
;;;1;20;1995
;;;2;18;1997
;;;1;48;1967
;;;2;51;1964
;;;1;18;1997
;;;2;19;1996
;;98;1;25;1989
;;;2;0;2015
;;;2;7;2007
;;;2;5;2010
;;;1;26;1989
;;;2;31;1984
;;;1;1;2013
;;98;2;40;1975
;;;2;15;2000
;;98;2;52;1963
;;98;1;63;1952
;;;1;19;1996
;;;2;5;2010
;;;1;55;1960
;;98;1;56;1959
;;98;2;55;1960
;;98;2;22;1992
;;;2;21;1994
;;230000;2;49;1966
;;;1;18;1997
;;98;1;66;1949
;;;2;59;1955
;;;1;19;1996
;;;1;19;1996
;;98;1;60;1955
;;;2;39;1976
;;;1;18;1997
;;;1;16;1999
;;;1;13;2002
;;48000;1;21;1994
;;;2;15;2000
;;;1;0;2015
;;98;1;45;1970
;;;2;28;1987
;;;2;3;2012
;;98;2;54;1960
;;;1;48;1967
;;;1;22;1993
;;;1;2;2013
;;47000;1;20;1995
;;;2;16;1999
;;98;1;33;1982
;;;2;33;1982
;;;2;15;2000
;;;2;10;2005
;;;2;1;2014
;;;2;59;1956
;;;1;67;1948
;;;1;25;1990
;;;2;56;1958
;;;1;56;1959
;;;2;32;1983
;;;2;6;2009
;;;1;35;1980
;;;2;20;1995
;;;1;2;2013
;;;1;10;2005
;;90000;1;36;1979
;;;2;33;1982
;;;1;10;2005
;;;1;3;2011
;;;1;43;1972
;;;2;30;1985
;;;2;3;2012
;;;1;30;1985
;;;2;24;1990
;;;1;3;2012
;;;1;30;1985
;;98;2;31;1984
;;;1;0;2015
;;;2;48;1966
;;98;1;48;1966
;;;1;21;1994
;;98;2;68;1947
;;90000;1;70;1945
;;90000;2;61;1954
;;98;1;66;1949
;;98;2;45;1969
;;;2;54;1961
;;98;1;53;1962
;;;1;14;2001
;;98;2;50;1965
;;98;1;49;1966
;;;2;24;1991
;;;2;19;1996
;;;1;31;1984
;;;2;24;1991
;;;2;4;2011
;;;1;3;2012
;;98;1;81;1934
;;;2;77;1938
;;;2;73;1942
;;98;1;29;1986
;;98;2;23;1992
;;98;1;30;1985
;;;2;31;1984
;;;2;8;2006
;;;2;8;2007
;;;2;4;2011
;;;2;45;1970
;;;1;44;1971
;;;2;31;1983
;;;2;8;2007
;;;2;3;2012
;;;2;75;1939
;;;1;39;1976
;;;1;43;1972
;;;1;4;2011
;;;1;43;1972
;;;1;18;1997
;;;2;10;2005
;;;2;72;1943
;;;1;28;1987
;;;2;43;1972
;;;1;46;1968
;;;1;53;1962
;;;2;47;1968
;;;1;29;1986
;;;2;26;1989
;;;2;17;1998
;;;1;54;1961
;;;2;48;1967
;;;1;85;1930
;;77322;1;70;1945
;;;2;64;1951
;;54800;1;81;1934
;;;2;52;1963
